RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,SeriousDlqin2yrs
0.04744479,69,0,0.053053525,4240.0,5,0,0,0,2.0,0
0.000128197,52,0,0.302374011,2400.0,6,0,1,0,1.0,0
0.9999999,23,0,0.302149178,790.0,2,0,0,0,0.0,0
0.9999999,46,0,117.0,,2,0,0,0,0.0,1
0.188983461,30,0,0.02027027,3995.0,5,0,0,0,0.0,0
0.054297285,67,0,1975.0,,5,0,1,0,0.0,0
0.128052322,46,0,0.359725613,8600.0,5,0,1,0,2.0,0
0.871285721,53,0,0.600255292,9400.0,14,0,3,0,1.0,0
0.003554418,72,0,0.438219204,5300.0,9,0,1,0,0.0,0
0.9999999,29,0,707.0,,5,0,0,0,0.0,1
0.088312555,34,0,0.419203747,5123.0,14,0,1,0,1.0,0
0.140296443,60,0,0.58242927,4700.0,11,0,2,0,0.0,0
0.105782837,79,0,820.0,,6,0,0,0,1.0,0
0.123717891,48,0,0.068272229,9300.0,6,0,0,0,0.0,0
0.874022007,33,0,0.269940013,4500.0,6,0,0,0,3.0,1
0.158750797,46,0,0.1499388,6535.0,16,0,0,0,1.0,0
0.003321619,77,0,0.08747813,4000.0,14,0,0,0,0.0,0
0.011031902,53,0,0.215906105,11416.0,11,0,1,0,0.0,0
1.069413774,35,0,0.192228806,8775.0,4,0,0,0,1.0,0
0.004157557,42,0,0.000433714,6916.0,5,0,0,0,0.0,0
0.805158798,67,0,2725.0,,6,0,0,0,0.0,0
0.161134533,61,0,0.234140996,8212.0,8,0,2,0,0.0,0
0.0,46,0,0.429503916,9191.0,4,0,2,0,3.0,0
0.460194637,44,0,0.407014682,4903.0,7,0,1,0,0.0,0
0.236661226,53,0,0.7828412,4300.0,8,0,2,0,0.0,0
0.565974846,61,0,0.682341416,8165.0,10,1,3,0,1.0,1
0.035798568,46,0,0.657546337,4531.0,4,0,1,0,3.0,0
0.016715277,84,0,0.119927317,1650.0,6,0,0,0,0.0,0
0.0,37,0,0.000249984,16000.0,7,0,0,0,0.0,0
0.442424781,57,0,0.156241155,3532.0,7,0,0,0,0.0,1
0.503115287,55,0,0.335787656,11000.0,14,0,1,0,3.0,0
0.896123151,35,1,0.444711058,5000.0,10,0,1,0,4.0,1
0.944738296,59,1,0.845607575,3801.0,9,0,2,0,0.0,0
0.9999999,63,0,965.0,,2,0,1,0,0.0,0
0.9999999,41,0,0.121334409,3716.0,1,0,0,0,1.0,0
0.0,67,0,0.0,,7,0,0,0,0.0,0
0.116602793,40,0,0.424876847,2435.0,7,0,0,0,2.0,1
0.9999999,26,98,0.0,2305.0,0,98,0,98,0.0,0
0.318483318,48,0,3181.0,,8,0,2,0,0.0,0
0.915246167,50,2,0.460296097,5200.0,8,4,1,2,1.0,1
0.125315353,62,0,0.030904408,6600.0,8,1,0,0,1.0,0
0.977004599,56,1,362.0,,3,0,0,0,0.0,0
0.997459597,37,0,1.162735849,1695.0,12,0,2,0,0.0,0
0.106813038,43,0,0.477087152,6000.0,18,0,1,0,0.0,0
0.9999999,47,0,0.0,,4,0,0,0,0.0,0
771.0,52,0,0.832020997,8000.0,13,0,3,0,0.0,0
0.9999999,49,0,1.218227425,7175.0,10,0,2,0,0.0,0
0.254789492,47,0,0.453880765,5333.0,13,0,1,0,2.0,0
0.649724178,62,0,7656.0,,21,0,2,0,0.0,0
0.053471242,47,0,0.416416689,7333.0,4,0,1,0,1.0,0
0.99446487,38,1,2.164322724,1350.0,12,0,2,0,2.0,0
0.282902031,54,0,0.327229614,7590.0,7,0,2,0,1.0,0
0.294984475,31,0,0.582781457,4831.0,7,0,2,0,1.0,0
0.590729717,31,0,0.741788061,3500.0,13,0,1,0,1.0,0
0.197821411,57,0,18230.0,,19,0,8,0,0.0,0
0.0471254,56,0,0.329633528,10450.0,18,0,2,0,0.0,0
0.9999999,24,0,0.02530541,3437.0,1,0,0,0,1.0,0
0.9999999,35,0,2.044636909,1500.0,3,0,1,0,1.0,1
0.071392028,42,0,0.179382062,10000.0,3,0,1,0,3.0,0
4.387801743,45,0,0.43337931,14499.0,9,0,1,0,2.0,0
0.9999999,55,1,0.204790823,2963.0,1,2,0,1,1.0,0
0.34398435,46,0,94.0,,3,0,0,0,0.0,0
0.076711186,84,0,0.109873157,5833.0,10,0,0,0,0.0,0
0.209462919,34,0,0.379436655,7916.0,14,0,2,0,2.0,0
0.870163875,37,1,0.499652329,30200.0,15,0,6,0,1.0,1
0.9999999,30,0,0.000555401,3600.0,1,0,0,0,2.0,0
0.642383723,52,0,0.42289606,6166.0,10,0,1,0,2.0,0
0.345169383,59,1,0.740315315,4439.0,23,0,1,0,1.0,0
0.184450353,45,0,0.392331933,9519.0,10,1,3,0,0.0,0
0.00090905,90,0,118.0,,1,0,0,0,,0
0.555725834,34,1,0.50259896,2500.0,10,0,1,0,0.0,0
0.9999999,64,0,0.601258793,2700.0,3,0,2,0,0.0,0
0.520940916,57,1,0.823404556,7066.0,16,0,2,0,1.0,0
0.324621569,44,1,1.000898992,15572.0,30,0,13,0,3.0,1
0.029599408,67,0,0.202212531,9400.0,7,0,2,0,1.0,0
0.606197172,46,0,0.60147684,4468.0,7,0,1,0,2.0,0
0.702059588,58,0,0.034988337,3000.0,2,0,0,0,1.0,0
0.041341017,48,0,0.109682948,3500.0,8,0,0,0,0.0,0
0.254453031,54,1,0.154181818,2749.0,9,0,0,0,1.0,0
0.002768869,85,0,0.011494253,2000.0,6,0,0,0,1.0,0
0.184040975,42,0,589.0,,10,0,0,0,0.0,0
0.11368376,52,0,0.263086846,6666.0,10,0,1,0,0.0,0
0.117613113,54,0,8269.0,,24,0,11,0,0.0,0
0.007220849,32,0,1.029180328,3049.0,14,0,2,0,0.0,0
0.9999999,43,0,0.149419076,3700.0,2,0,0,0,0.0,0
0.047285617,65,0,314.0,,8,0,0,0,,0
0.55822144,33,2,0.454279444,4100.0,7,0,1,1,1.0,0
0.0,45,0,0.08283742,4200.0,9,0,0,0,0.0,0
0.197726593,83,0,0.041628959,3314.0,4,0,0,0,0.0,0
0.044924638,32,1,0.339932014,5000.0,7,0,1,0,0.0,0
0.103635672,43,0,0.215362641,6300.0,8,0,0,0,2.0,0
0.000149993,60,0,0.017207223,17666.0,4,0,0,0,1.0,0
0.0,55,0,0.119410086,2101.0,5,0,0,0,0.0,0
0.0,67,0,0.415429955,9500.0,11,0,2,0,1.0,0
0.0,73,0,0.221837088,7500.0,3,0,1,0,0.0,0
0.956008798,46,0,0.355166573,1770.0,5,1,0,0,0.0,0
0.0,32,0,0.0,,7,0,0,0,0.0,0
0.006685443,85,0,0.102138804,2290.0,3,0,0,0,0.0,0
0.133385309,30,0,0.366782007,2311.0,4,0,0,0,0.0,0
0.013380164,63,0,0.221930345,11800.0,11,0,1,0,0.0,0
0.326951252,52,0,0.640832595,4515.0,11,0,2,0,1.0,0
0.091810685,54,0,0.329445092,6000.0,12,0,1,0,0.0,0
0.056483498,40,1,0.507411908,4114.0,20,0,1,0,2.0,1
0.337541426,65,0,0.216756043,12866.0,12,0,1,0,0.0,0
0.023586848,37,0,0.361957429,9583.0,8,0,3,0,2.0,0
0.123652386,63,0,0.491701886,9700.0,9,0,4,0,1.0,0
0.9999999,29,0,0.52567015,2200.0,4,0,1,0,1.0,0
0.685364281,34,1,0.186146028,3738.0,5,0,0,0,2.0,0
1.099800399,26,0,0.188801639,2928.0,7,0,0,0,0.0,0
0.0029997,53,0,0.00922722,2600.0,2,0,0,0,0.0,0
0.782645539,26,2,1.156687898,784.0,13,0,0,0,0.0,0
0.941718449,66,0,1.033251232,2435.0,8,0,1,0,0.0,0
0.019273092,48,0,0.203053283,10021.0,9,0,2,0,3.0,0
0.0,56,0,880.0,,2,0,1,0,0.0,0
0.108920018,63,0,0.262440843,6972.0,7,0,2,0,0.0,0
0.036308096,65,0,0.74989899,2474.0,8,0,1,0,0.0,0
0.118680082,44,0,0.009030801,6200.0,6,0,0,0,4.0,0
0.831622765,46,0,0.577320955,7539.0,8,0,2,0,3.0,0
0.997500625,39,0,0.284959292,7000.0,3,0,1,0,3.0,0
0.154615128,40,0,0.077141383,3875.0,1,0,0,0,0.0,0
0.9999999,25,0,0.290788013,900.0,3,0,0,0,0.0,0
0.004926589,66,0,0.296657382,9333.0,9,0,2,0,0.0,0
0.553616903,45,0,0.646063922,8040.0,9,0,1,0,3.0,0
0.225568877,49,0,4112.0,,10,0,2,0,1.0,0
0.172866706,53,1,0.21986031,9878.0,9,1,2,0,4.0,0
0.528056613,61,0,411.0,,3,0,0,0,0.0,0
0.327522262,64,0,0.661977658,9667.0,18,0,1,0,3.0,0
0.773725242,35,1,0.6640625,5631.0,16,0,2,0,2.0,0
0.115766696,45,0,0.346649107,6833.0,5,0,1,0,0.0,0
0.172862128,50,2,0.373571783,8051.0,10,0,1,0,2.0,0
0.059988002,82,0,0.003598561,2500.0,2,0,0,0,0.0,0
0.014452856,88,0,19.0,,5,0,0,0,0.0,0
0.092119065,42,1,1405.0,,8,0,2,0,0.0,0
0.023316968,74,0,0.134024435,2700.0,12,0,0,0,0.0,0
0.002722371,57,0,0.426766226,3481.0,11,0,1,0,2.0,0
0.006259027,65,0,0.648654659,4496.0,8,0,2,0,0.0,0
0.289893874,41,0,0.468839885,7300.0,6,0,1,0,3.0,1
0.0,79,0,0.000158781,6297.0,8,0,0,0,0.0,0
0.099559187,40,0,0.35895465,1300.0,6,0,1,0,0.0,0
0.363545461,57,1,0.14848144,5333.0,5,0,1,0,0.0,0
0.9999999,35,1,0.364468864,2183.0,7,0,0,0,1.0,0
0.414501565,41,2,0.242206799,8500.0,10,0,1,0,2.0,0
0.009704759,55,0,0.434857935,5771.0,9,0,1,0,0.0,0
0.0,86,1,0.045349731,1300.0,3,0,0,0,0.0,0
0.001426262,62,1,0.503684211,1899.0,10,0,0,0,0.0,0
0.020299994,62,0,0.200059988,3333.0,4,1,0,0,0.0,0
0.9999999,30,1,202.0,,1,0,0,0,0.0,0
0.660459621,58,0,2517.0,,14,0,2,0,1.0,0
0.078933183,74,0,0.524047355,5405.0,18,0,1,0,0.0,0
0.955938877,42,0,0.295037266,5500.0,8,0,0,0,0.0,1
0.0,74,0,66.0,,8,0,0,0,0.0,0
0.171398665,62,0,0.552489502,5000.0,14,0,2,0,0.0,0
0.082333947,54,0,3506.0,,6,0,2,0,2.0,0
0.059102072,71,0,0.082065567,14000.0,9,0,0,0,0.0,0
0.319912006,62,0,0.143044276,3816.0,13,0,0,0,0.0,0
0.002707345,57,1,3949.0,,13,0,5,0,,0
0.03349665,34,0,0.341648374,5010.0,6,0,1,0,1.0,1
0.85737141,50,0,0.55734895,7000.0,9,0,2,0,0.0,0
0.142831996,58,1,0.488478385,5250.0,29,0,1,0,2.0,0
0.832284339,69,1,0.695190506,1600.0,5,0,1,0,0.0,0
0.012746159,71,0,0.329149233,2150.0,10,0,1,0,0.0,0
0.750949937,38,0,0.135135135,5364.0,2,0,0,0,3.0,0
0.9999999,60,0,0.0,4500.0,0,0,0,0,1.0,0
0.371144652,39,0,0.444759207,6000.0,14,0,2,0,1.0,0
0.161402952,39,1,0.227506079,3700.0,6,0,0,0,3.0,0
0.427973491,31,0,196.0,,5,0,0,0,0.0,0
1.003322259,34,0,0.093057607,2030.0,4,1,0,0,1.0,1
0.9999999,35,0,0.215736041,1575.0,2,2,0,0,2.0,1
0.68677802,36,0,0.437214032,5900.0,11,0,0,0,1.0,0
0.153267906,51,0,7575.0,,13,0,7,0,0.0,0
0.048664605,54,0,0.549017548,9516.0,15,0,3,0,0.0,0
0.116444331,77,0,991.0,,9,0,0,0,0.0,0
0.860605576,57,1,6.14071607,1200.0,15,0,4,0,0.0,0
0.90454453,47,0,0.072202359,18738.0,6,0,0,0,0.0,0
0.551285538,52,0,0.1972007,4000.0,4,0,0,0,2.0,0
0.040837961,48,0,0.507164279,3000.0,8,0,1,0,2.0,0
0.951364689,57,0,3803.0,,10,0,1,0,0.0,0
0.963003083,54,0,0.432373473,4583.0,10,0,1,0,0.0,0
0.004927921,45,0,0.122405696,6600.0,6,0,0,0,3.0,0
0.06272786,72,1,0.480120902,4300.0,9,0,2,0,0.0,0
0.827300931,37,0,0.109156337,2500.0,2,0,0,0,4.0,0
0.000613193,44,0,0.075910341,12000.0,4,0,0,0,1.0,0
0.084616587,71,0,0.057576969,2500.0,5,0,0,0,0.0,0
0.0,55,0,0.369192131,7166.0,7,0,3,0,1.0,0
0.206951598,75,0,0.393053473,4001.0,11,0,2,0,0.0,0
0.001666556,39,0,0.126709863,4166.0,3,0,0,0,1.0,0
0.002474099,73,0,587.0,,11,0,0,0,0.0,0
1.359550562,55,3,0.300779459,2180.0,7,0,1,0,2.0,1
0.041123947,47,1,0.402985075,6297.0,17,0,1,0,0.0,0
0.381802963,73,0,0.167180894,8750.0,10,0,0,0,3.0,0
0.822242998,68,2,3929.0,,14,0,2,0,0.0,0
0.003999385,56,0,0.317626527,4583.0,4,0,1,0,0.0,0
0.9999999,28,0,0.0,,0,3,0,0,0.0,0
0.9999999,43,0,0.57808418,6889.0,5,0,3,0,1.0,0
0.952213618,55,4,0.365557316,13250.0,12,0,2,1,1.0,0
0.843361822,48,0,0.425087984,11933.0,6,0,1,0,0.0,0
0.151479835,71,0,0.105298234,3000.0,7,0,0,0,0.0,0
0.0094392,42,0,0.592676872,4833.0,7,0,2,0,1.0,0
0.052862194,34,0,3423.0,,7,0,3,0,0.0,0
0.9999999,70,0,0.0,5100.0,0,0,0,0,0.0,0
0.022683152,65,0,0.306789235,9028.0,11,0,1,0,0.0,0
0.9999999,53,2,0.001818549,4948.0,1,3,0,0,0.0,1
0.755081639,32,0,0.475817347,3700.0,5,0,1,0,0.0,0
0.0067651,57,0,0.164845385,4300.0,12,0,0,0,0.0,0
0.150353721,55,0,0.341182767,7473.0,15,0,2,0,0.0,0
0.9999999,62,0,0.0,9356.0,0,0,0,0,0.0,0
0.380429317,54,0,1.092814784,7250.0,15,0,3,0,1.0,0
0.96946845,61,2,0.363421747,7200.0,14,0,0,1,0.0,0
0.027366756,49,1,0.308477401,4800.0,13,0,2,0,2.0,0
0.00957951,56,0,0.000567905,12325.0,3,0,0,0,0.0,0
0.011842905,63,0,0.183020609,3250.0,11,0,0,0,0.0,0
0.621400686,44,1,0.59490085,6000.0,11,0,1,0,0.0,0
0.150036955,36,1,0.443111009,4332.0,4,0,1,0,0.0,0
0.034059498,66,0,0.179394177,10200.0,26,0,2,0,1.0,0
0.019376663,68,0,1277.0,,12,0,1,0,,0
0.012461753,54,0,0.222196691,4351.0,11,0,1,0,0.0,0
0.0,74,2,1784.0,,5,0,1,0,0.0,0
0.344685607,52,0,1808.0,,4,0,2,0,0.0,0
0.005129534,64,0,0.399571505,5600.0,10,0,2,0,0.0,0
0.104060967,65,0,0.358368367,8800.0,8,0,1,0,1.0,0
0.9999999,34,0,0.00155521,4500.0,0,0,0,0,0.0,0
0.568882,43,1,0.187384045,2155.0,3,1,0,1,0.0,1
0.100578252,69,0,2209.0,,11,0,2,0,2.0,0
0.09177997,52,0,0.189902125,8377.0,9,0,1,0,4.0,0
0.0,28,0,852.0,,3,0,0,0,,0
0.019337535,60,0,0.500975419,5125.0,9,0,1,0,0.0,0
0.101643013,35,0,0.43647647,5800.0,8,0,1,0,0.0,0
0.593029737,58,0,541.0,,6,0,0,0,0.0,0
0.155067969,31,0,0.296547821,5300.0,7,0,0,0,0.0,0
0.9999999,56,1,2438.0,0.0,3,0,1,0,0.0,0
0.0,74,0,0.058099001,4302.0,3,0,0,0,0.0,0
0.340977268,41,0,0.029994119,5100.0,1,0,0,0,1.0,0
0.0602435,37,0,1038.0,,4,0,1,0,0.0,0
0.426759459,62,0,2209.0,,7,0,1,0,,0
0.049276058,76,0,1536.0,,5,0,1,0,0.0,0
0.289004965,34,0,0.218003674,4898.0,6,0,1,0,4.0,0
0.353129408,53,0,0.223938803,13333.0,8,0,1,0,2.0,0
0.055531428,63,0,0.218398611,13250.0,20,0,1,0,1.0,0
0.9999999,50,0,61.0,,0,2,0,0,0.0,0
0.067814831,45,0,5267.0,,13,0,3,0,0.0,0
0.111707902,60,0,58.0,,3,0,0,0,0.0,0
0.166580937,34,0,0.453890984,8750.0,16,0,2,0,3.0,0
0.051198293,73,0,0.497925311,2650.0,6,0,3,0,0.0,0
0.175154738,46,0,0.631796025,8000.0,17,0,2,0,2.0,0
0.007377614,49,0,0.038903394,11489.0,5,0,0,0,4.0,0
0.0,24,0,0.0,0.0,1,0,0,0,0.0,0
0.012035207,66,0,1762.0,,6,0,2,0,0.0,0
0.540972266,55,0,0.419354839,2200.0,7,0,0,0,0.0,0
0.859665382,59,1,0.324544744,8950.0,9,4,5,1,0.0,1
0.051626977,47,1,0.117868486,8500.0,15,1,0,0,0.0,0
0.008545066,48,0,3542.0,,12,0,4,0,0.0,0
0.034018496,31,0,5102.0,,11,0,2,0,0.0,0
0.001515991,37,0,0.335508314,4750.0,13,0,1,0,0.0,0
0.9999999,64,0,0.250633339,5920.0,5,0,2,0,0.0,0
0.939608496,31,0,0.262990877,2520.0,3,0,0,0,2.0,0
0.008945444,51,0,41.0,,12,0,0,0,0.0,0
0.379603399,49,0,0.399014778,3450.0,6,0,2,0,2.0,0
0.008938755,58,1,0.456169164,4870.0,10,0,2,0,0.0,0
0.054052553,58,0,0.251961237,2166.0,4,0,0,0,0.0,1
0.029727973,57,0,35.0,,6,0,0,0,,0
1.015873016,28,0,0.165846803,2845.0,2,0,0,1,0.0,0
0.01519848,35,0,0.282429393,4000.0,6,0,2,0,2.0,0
0.119886136,42,0,0.109178164,5000.0,4,0,0,0,3.0,0
0.026071747,71,0,23.0,,4,0,0,0,0.0,0
0.635298869,45,0,0.351865399,4100.0,9,0,0,0,2.0,0
0.029832115,44,0,0.254996972,1650.0,11,1,0,0,0.0,0
0.020939294,61,0,0.003858166,5442.0,4,0,0,0,0.0,0
0.244043429,60,2,0.547994269,4187.0,17,0,2,0,0.0,0
0.580927384,38,0,0.672267074,4582.0,4,0,2,0,0.0,0
0.197299365,50,0,0.557018857,3340.0,13,0,1,0,0.0,0
0.006129579,52,0,0.019739958,65450.0,12,0,1,0,0.0,0
0.119927222,75,0,0.128233777,11634.0,9,1,1,0,0.0,0
0.221174188,62,0,0.69878204,5500.0,12,0,1,0,1.0,0
0.097947717,65,0,0.187591885,3400.0,7,0,2,0,0.0,0
0.103631917,67,0,0.581604599,4000.0,15,0,2,0,0.0,0
0.003373659,81,0,4.0,,9,0,0,0,,0
0.581513568,74,2,0.634363718,8863.0,17,0,4,1,1.0,1
0.367966548,32,0,0.584622943,4070.0,8,0,2,0,1.0,0
0.004466369,62,0,0.216636939,12333.0,11,0,2,0,1.0,0
0.047196107,53,0,0.525819998,8810.0,13,0,1,0,3.0,0
0.737142316,39,0,0.312968703,10000.0,11,0,1,0,1.0,0
0.006086219,44,0,0.079392061,10000.0,8,0,1,0,3.0,0
0.9999999,79,0,0.211805556,5183.0,7,0,1,0,0.0,0
0.35319492,60,0,0.223288815,9583.0,14,0,1,0,0.0,0
0.044604709,63,0,0.115526999,23500.0,5,0,1,0,1.0,0
0.070300857,41,0,0.351464854,10000.0,7,0,1,0,1.0,0
0.060036401,45,0,0.497789939,4750.0,6,0,1,0,2.0,0
0.047244824,68,0,0.014638829,8333.0,6,0,0,0,0.0,0
0.0,66,1,0.355607399,6000.0,7,0,1,0,0.0,0
0.043082615,66,0,0.377952756,8000.0,12,0,2,0,0.0,0
0.053472085,66,0,1855.0,,9,0,1,0,1.0,0
0.740648379,41,2,0.004640371,3447.0,1,1,0,0,1.0,0
0.034570331,62,0,0.274610165,8400.0,13,0,1,0,3.0,0
0.918228243,33,0,0.321653867,14583.0,5,0,2,0,0.0,0
0.982493339,56,1,0.692901014,7000.0,16,0,3,1,0.0,0
0.116865013,41,0,0.299057627,11990.0,8,0,2,0,3.0,0
0.005255048,56,0,0.263122813,6000.0,14,0,1,0,0.0,0
0.253334364,42,0,0.251615285,10833.0,9,0,2,0,4.0,0
0.017954979,58,0,0.218504199,7500.0,13,0,2,0,1.0,0
0.526116946,79,2,0.929356881,3000.0,9,1,2,3,1.0,0
0.496746164,53,0,0.524381625,4244.0,27,0,1,0,4.0,0
0.784187048,73,0,0.489528242,4726.0,7,0,0,0,0.0,0
0.095703092,73,0,0.329287881,5602.0,9,0,2,0,1.0,0
0.9999999,42,1,0.145713187,2600.0,1,2,0,0,4.0,1
0.013160541,60,1,0.259820639,7916.0,6,0,2,0,0.0,0
0.665666705,55,0,0.886119467,2326.0,5,0,1,0,0.0,0
0.015194774,63,0,1919.0,0.0,15,0,1,0,0.0,0
0.069025187,31,0,0.436284312,5500.0,9,1,2,0,1.0,0
0.104229859,55,0,0.279194208,9530.0,6,0,2,0,0.0,0
0.112507857,49,0,0.782496349,8900.0,9,0,3,0,0.0,0
0.218347707,50,0,0.368252699,2500.0,11,0,1,0,1.0,0
0.9999999,62,0,0.100066269,3017.0,2,1,0,0,1.0,1
0.797979798,61,0,0.363686841,7203.0,11,0,2,0,0.0,0
0.0,46,0,3738.0,,6,0,1,0,0.0,0
0.005975161,68,0,3225.0,,11,0,2,0,0.0,0
0.0,79,0,0.734151329,4400.0,6,0,1,0,0.0,0
0.169991238,41,0,0.105378924,5000.0,9,0,0,0,1.0,0
0.301843049,52,0,0.432597505,11460.0,11,0,2,0,2.0,0
0.028948553,61,0,1224.0,,6,0,1,0,0.0,0
0.523940141,53,0,1.088782244,3333.0,9,0,1,0,2.0,0
0.007897978,45,0,0.207583393,8333.0,6,0,1,0,0.0,0
0.013491174,70,0,0.064945878,1200.0,9,0,0,0,0.0,0
0.97270273,47,0,1.142548596,4166.0,19,0,5,0,0.0,0
0.936553172,65,3,0.441912232,9433.0,6,0,2,0,0.0,0
0.0,55,0,924.0,,3,0,1,0,0.0,0
0.348781778,53,0,0.251004554,7465.0,9,0,1,0,0.0,0
0.434292932,40,0,5493.0,,10,0,2,0,3.0,0
0.96950305,66,0,0.754520167,2875.0,5,0,1,0,0.0,0
0.001454545,52,0,0.117754358,4933.0,10,0,1,0,1.0,0
0.433947158,52,0,0.332696188,9416.0,11,0,2,0,1.0,0
0.270971635,55,0,0.73365165,4816.0,25,0,2,0,0.0,0
0.21475141,56,0,0.295568144,3000.0,12,0,1,0,1.0,0
0.197274682,49,0,1.356699525,5477.0,5,0,2,0,0.0,0
0.141108896,81,0,0.161354831,8000.0,13,0,0,0,0.0,0
0.189509017,67,0,0.042770388,96000.0,24,0,1,0,0.0,0
0.0,61,0,2.701622971,800.0,4,0,1,0,0.0,0
0.027377169,80,0,0.1802172,3406.0,10,0,1,0,0.0,0
0.187886868,36,0,0.382411067,7083.0,6,0,1,0,4.0,0
0.811377536,35,1,0.41744954,10750.0,13,0,2,0,0.0,0
0.32634982,59,0,0.314109166,3883.0,8,0,0,0,0.0,0
0.034704808,57,0,0.122903115,2920.0,9,0,1,0,0.0,0
0.123816719,28,0,0.373682788,3700.0,10,0,1,0,2.0,0
0.031828305,62,0,0.376435045,3309.0,11,0,1,0,0.0,0
0.9999999,68,0,0.0,,2,0,0,0,0.0,0
0.224355129,39,0,0.258498867,7500.0,8,0,1,0,0.0,0
0.199058001,68,0,0.024351221,31250.0,7,0,0,0,0.0,0
0.09964974,62,0,0.237569823,14500.0,10,0,1,0,2.0,0
0.0,61,0,4229.0,,6,0,2,0,0.0,0
0.917908209,58,1,0.224159147,4875.0,8,0,0,0,1.0,0
0.065144929,70,0,0.023992003,3000.0,4,0,0,0,2.0,0
0.0,81,0,0.0,,2,0,0,0,,0
0.85680716,58,0,0.279249164,11666.0,4,0,1,0,0.0,0
0.204810829,30,0,0.055540128,3600.0,6,0,0,0,0.0,0
0.04271276,78,0,0.110697444,4028.0,4,0,0,0,0.0,0
0.089011457,47,0,0.077644118,6400.0,3,0,0,0,2.0,0
0.123022487,36,0,0.598740071,3650.0,7,0,2,0,1.0,0
0.067165567,62,0,0.160070457,18166.0,11,0,3,0,0.0,0
0.028359208,69,0,0.362163346,4566.0,17,0,1,0,0.0,0
0.286054919,40,1,0.482839054,3000.0,12,0,1,0,2.0,1
0.054977889,69,0,0.214955499,12583.0,12,0,2,0,1.0,0
0.132241417,55,0,0.527788884,2500.0,20,0,0,0,0.0,0
0.33476111,54,1,0.247987536,3850.0,7,0,2,0,0.0,0
0.202143894,56,0,0.223178995,7083.0,9,0,1,0,1.0,0
0.051615923,52,0,72.0,,4,0,0,0,0.0,0
1.040375615,60,0,0.513617021,11749.0,10,0,1,0,1.0,0
0.039550136,59,0,0.290812368,9022.0,7,0,1,0,0.0,0
0.375199877,50,1,0.473135107,5750.0,16,0,1,0,1.0,0
0.489297366,73,0,0.511741455,4300.0,11,0,1,0,0.0,0
0.971953716,34,0,2890.0,,7,0,2,0,0.0,0
0.29326114,43,0,0.496038035,4416.0,14,0,2,0,1.0,1
0.9999999,49,0,10.0,,0,0,0,0,0.0,0
0.204718113,47,1,0.294573643,3998.0,5,0,1,0,1.0,0
0.295915453,36,0,0.348061317,4435.0,5,0,1,0,0.0,0
0.002028356,63,0,1.167916042,2000.0,12,0,1,0,0.0,0
0.16134876,62,0,0.068154257,8245.0,4,0,0,0,0.0,0
0.9999999,28,0,0.118822876,1800.0,3,0,0,0,0.0,0
0.043565214,78,0,0.030636292,1272.0,3,0,0,0,0.0,0
0.040254725,29,0,0.168369519,4697.0,11,0,0,0,0.0,0
0.09116002,62,0,112.0,,4,0,0,0,,0
0.039609476,50,0,1132.0,,13,0,0,0,0.0,0
0.830761517,60,1,1014.0,,6,1,0,2,0.0,0
0.006344936,63,0,0.002166306,6000.0,8,0,0,0,0.0,0
0.762168627,39,1,0.950178845,3913.0,8,0,2,0,2.0,0
0.015958546,72,0,3.234608985,600.0,13,0,1,0,0.0,0
0.101438809,41,1,0.067866517,8000.0,7,0,0,0,1.0,0
0.0,49,3,0.289413307,3050.0,5,0,0,0,1.0,1
0.066802402,39,0,1482.5,1.0,6,0,1,0,2.0,0
0.134127256,40,0,0.29468896,8133.0,10,0,1,0,3.0,0
0.077478507,43,0,3337.0,,3,0,1,0,0.0,0
0.056938428,46,0,1.405864712,3000.0,6,0,1,0,0.0,0
0.003395763,75,0,4.0,,2,0,0,0,0.0,0
0.000344788,24,0,0.12406577,1337.0,5,0,0,0,0.0,0
0.162864544,46,1,0.16150601,12562.0,10,0,1,0,2.0,0
0.057272068,58,0,0.496936472,3100.0,13,0,1,0,1.0,0
0.9999999,28,1,0.154738105,2500.0,2,1,0,1,0.0,0
0.9999999,30,0,0.162503673,3402.0,1,0,0,2,4.0,1
0.0,47,0,0.021962906,66156.0,10,0,1,0,4.0,0
0.011566878,69,0,0.058857078,8766.0,11,0,2,0,0.0,0
0.9999999,81,0,32.0,,2,0,0,0,0.0,0
0.188116791,54,0,0.460296772,9973.0,30,0,2,0,0.0,0
0.391214634,39,1,0.287181335,11100.0,8,0,2,0,2.0,0
0.061384478,51,0,3347.0,,9,0,2,0,0.0,0
0.958260594,46,0,651.0,,4,0,0,0,0.0,1
0.9999999,34,1,0.749765698,3200.0,7,0,2,0,2.0,1
0.202742031,45,0,2544.0,,17,0,2,0,0.0,0
0.500893912,63,0,0.209020317,9400.0,6,0,3,0,2.0,0
0.0,39,0,0.735131912,6708.0,13,0,2,0,2.0,0
1.006993007,25,0,0.019986676,1500.0,1,0,0,0,1.0,0
0.923025658,28,0,0.252044835,3300.0,7,0,0,0,0.0,0
0.922403916,28,1,788.0,0.0,14,0,0,0,0.0,0
